  Z     A  Element   m      d      beta       
 73   163    Ta     nan    0.55     0.1    
 73   164    Ta     nan    0.55     0.1    
 73   165    Ta     nan    0.55     0.1    
 73   166    Ta     nan    0.55     0.1    
 73   167    Ta     nan    0.55     0.1    
 73   168    Ta     nan    0.55     0.1    
 73   169    Ta     nan    0.55     0.1    
 73   170    Ta     nan    0.55     0.1    
 73   171    Ta     nan    0.55     0.1    
 73   172    Ta     nan    0.55     0.1    
 73   173    Ta     nan    0.55     0.1    
 73   174    Ta     nan    0.55     0.1    
 73   175    Ta     nan    0.55     0.1    
 73   176    Ta     nan    0.55     0.1    
 73   177    Ta     nan    0.55     0.1    
 73   178    Ta     nan    0.55     0.1    
 73   179    Ta     nan    0.55     0.1    
 73   180    Ta     nan    0.55     0.1    
 73   181    Ta     nan    0.55     0.1    
 73   182    Ta     nan    0.55     0.1    
 73   183    Ta     nan    0.55     0.1    
 73   184    Ta     nan    0.55     0.1    
 73   185    Ta     nan    0.55     0.1    
 73   186    Ta     nan    0.55     0.1    
 73   187    Ta     nan    0.55     0.1    
 73   188    Ta     nan    0.55     0.1    
 74   158     W     nan    0.55     0.1    
 74   159     W     nan    0.55     0.1    
 74   160     W     nan    0.55     0.1    
 74   161     W     nan    0.55     0.1    
 74   162     W     nan    0.55     0.1    
 74   163     W     nan    0.55     0.1    
 74   164     W     nan    0.55     0.1    
 74   165     W     nan    0.55     0.1    
 74   166     W     nan    0.55     0.1    
 74   167     W     nan    0.55     0.1    
 74   168     W     nan    0.55     0.1    
 74   169     W     nan    0.55     0.1    
 74   170     W     nan    0.55     0.1    
 74   171     W     nan    0.55     0.1    
 74   172     W     nan    0.55     0.1    
 74   173     W     nan    0.55     0.1    
 74   174     W     nan    0.55     0.1    
 74   175     W     nan    0.55     0.1    
 74   176     W     nan    0.55     0.1    
 74   177     W     nan    0.55     0.1    
 74   178     W     nan    0.55     0.1    
 74   179     W     nan    0.55     0.1    
 74   180     W     nan    0.55     0.1    
 74   181     W     nan    0.55     0.1    
 74   182     W     nan    0.55     0.1    
 74   183     W     nan    0.55     0.1    
 74   184     W     nan    0.55     0.1    
 74   185     W     nan    0.55     0.1    
 74   186     W     nan    0.55     0.1    
 74   187     W     nan    0.55     0.1    
 74   188     W     nan    0.55     0.1    
 74   189     W     nan    0.55     0.1    
 74   190     W     nan    0.55     0.1    
 75   160    Re     nan    0.55     0.1    
 75   161    Re     nan    0.55     0.1    
 75   162    Re     nan    0.55     0.1    
 75   163    Re     nan    0.55     0.1    
 75   164    Re     nan    0.55     0.1    
 75   165    Re     nan    0.55     0.1    
 75   166    Re     nan    0.55     0.1    
 75   167    Re     nan    0.55     0.1    
 75   168    Re     nan    0.55     0.1    
 75   169    Re     nan    0.55     0.1    
 75   170    Re     nan    0.55     0.1    
 75   171    Re     nan    0.55     0.1    
 75   172    Re     nan    0.55     0.1    
 75   173    Re     nan    0.55     0.1    
 75   174    Re     nan    0.55     0.1    
 75   175    Re     nan    0.55     0.1    
 75   176    Re     nan    0.55     0.1    
 75   177    Re     nan    0.55     0.1    
 75   178    Re     nan    0.55     0.1    
 75   179    Re     nan    0.55     0.1    
 75   180    Re     nan    0.55     0.1    
 75   181    Re     nan    0.55     0.1    
 75   182    Re     nan    0.55     0.1    
 75   183    Re     nan    0.55     0.1    
 75   184    Re     nan    0.55     0.1    
 75   185    Re     nan    0.55     0.1    
 75   186    Re     nan    0.55     0.1    
 75   187    Re     nan    0.55     0.1    
 75   188    Re     nan    0.55     0.1    
 75   189    Re     nan    0.55     0.1    
 75   190    Re     nan    0.55     0.1    
 75   191    Re     nan    0.55     0.1    
 75   192    Re     nan    0.55     0.1    
 76   162    Os     nan    0.55     0.1    
 76   163    Os     nan    0.55     0.1    
 76   164    Os     nan    0.55     0.1    
 76   165    Os     nan    0.55     0.1    
 76   166    Os     nan    0.55     0.1    
 76   167    Os     nan    0.55     0.1    
 76   168    Os     nan    0.55     0.1    
 76   169    Os     nan    0.55     0.1    
 76   170    Os     nan    0.55     0.1    
 76   171    Os     nan    0.55     0.1    
 76   172    Os     nan    0.55     0.1    
 76   173    Os     nan    0.55     0.1    
 76   174    Os     nan    0.55     0.1    
 76   175    Os     nan    0.55     0.1    
 76   176    Os     nan    0.55     0.1    
 76   177    Os     nan    0.55     0.1    
 76   178    Os     nan    0.55     0.1    
 76   179    Os     nan    0.55     0.1    
 76   180    Os     nan    0.55     0.1    
 76   181    Os     nan    0.55     0.1    
 76   182    Os     nan    0.55     0.1    
 76   183    Os     nan    0.55     0.1    
 76   184    Os     nan    0.55     0.1    
 76   185    Os     nan    0.55     0.1    
 76   186    Os     nan    0.55     0.1    
 76   187    Os     nan    0.55     0.1    
 76   188    Os     nan    0.55     0.1    
 76   189    Os     nan    0.55     0.1    
 76   190    Os     nan    0.55     0.1    
 76   191    Os     nan    0.55     0.1    
 76   192    Os     nan    0.55     0.1    
 76   193    Os     nan    0.55     0.1    
 76   194    Os     nan    0.55     0.1    
 76   195    Os     nan    0.55     0.1    
 76   196    Os     nan    0.55     0.1    
 77   165    Ir     nan    0.55     0.1    
 77   166    Ir     nan    0.55     0.1    
 77   167    Ir     nan    0.55     0.1    
 77   168    Ir     nan    0.55     0.1    
 77   169    Ir     nan    0.55     0.1    
 77   170    Ir     nan    0.55     0.1    
 77   171    Ir     nan    0.55     0.1    
 77   172    Ir     nan    0.55     0.1    
 77   173    Ir     nan    0.55     0.1    
 77   174    Ir     nan    0.55     0.1    
 77   175    Ir     nan    0.55     0.1    
 77   176    Ir     nan    0.55     0.1    
 77   177    Ir     nan    0.55     0.1    
 77   178    Ir     nan    0.55     0.1    
 77   179    Ir     nan    0.55     0.1    
 77   180    Ir     nan    0.55     0.1    
 77   181    Ir     nan    0.55     0.1    
 77   182    Ir     nan    0.55     0.1    
 77   183    Ir     nan    0.55     0.1    
 77   184    Ir     nan    0.55     0.1    
 77   185    Ir     nan    0.55     0.1    
 77   186    Ir     nan    0.55     0.1    
 77   187    Ir     nan    0.55     0.1    
 77   188    Ir     nan    0.55     0.1    
 77   189    Ir     nan    0.55     0.1    
 77   190    Ir     nan    0.55     0.1    
 77   191    Ir     nan    0.55     0.1    
 77   192    Ir     nan    0.55     0.1    
 77   193    Ir     nan    0.55     0.1    
 77   194    Ir     nan    0.55     0.1    
 77   195    Ir     nan    0.55     0.1    
 77   196    Ir     nan    0.55     0.1    
 77   197    Ir     nan    0.55     0.1    
 77   198    Ir     nan    0.55     0.1    
 77   199    Ir     nan    0.55     0.1    
 78   168    Pt     nan    0.55     0.1    
 78   169    Pt     nan    0.55     0.1    
 78   170    Pt     nan    0.55     0.1    
 78   171    Pt     nan    0.55     0.1    
 78   172    Pt     nan    0.55     0.1    
 78   173    Pt     nan    0.55     0.1    
 78   174    Pt     nan    0.55     0.1    
 78   175    Pt     nan    0.55     0.1    
 78   176    Pt     nan    0.55     0.1    
 78   177    Pt     nan    0.55     0.1    
 78   178    Pt     nan    0.55     0.1    
 78   179    Pt     nan    0.55     0.1    
 78   180    Pt     nan    0.55     0.1    
 78   181    Pt     nan    0.55     0.1    
 78   182    Pt     nan    0.55     0.1    
 78   183    Pt     nan    0.55     0.1    
 78   184    Pt     nan    0.55     0.1    
 78   185    Pt     nan    0.55     0.1    
 78   186    Pt     nan    0.55     0.1    
 78   187    Pt     nan    0.55     0.1    
 78   188    Pt     nan    0.55     0.1    
 78   189    Pt     nan    0.55     0.1    
 78   190    Pt     nan    0.55     0.1    
 78   191    Pt     nan    0.55     0.1    
 78   192    Pt     nan    0.55     0.1    
 78   193    Pt     nan    0.55     0.1    
 78   194    Pt     nan    0.55     0.1    
 78   195    Pt     nan    0.55     0.1    
 78   196    Pt     nan    0.55     0.1    
 78   197    Pt     nan    0.55     0.1    
 78   198    Pt     nan    0.55     0.1    
 78   199    Pt     nan    0.55     0.1    
 78   200    Pt     nan    0.55     0.1    
 78   201    Pt     nan    0.55     0.1    
 78   202    Pt     nan    0.55     0.1    
 79   171    Au     nan    0.55     0.1    
 79   172    Au     nan    0.55     0.1    
 79   173    Au     nan    0.55     0.1    
 79   174    Au     nan    0.55     0.1    
 79   175    Au     nan    0.55     0.1    
 79   176    Au     nan    0.55     0.1    
 79   177    Au     nan    0.55     0.1    
 79   178    Au     nan    0.55     0.1    
 79   179    Au     nan    0.55     0.1    
 79   180    Au     nan    0.55     0.1    
 79   181    Au     nan    0.55     0.1    
 79   182    Au     nan    0.55     0.1    
 79   183    Au     nan    0.55     0.1    
 79   184    Au     nan    0.55     0.1    
 79   185    Au     nan    0.55     0.1    
 79   186    Au     nan    0.55     0.1    
 79   187    Au     nan    0.55     0.1    
 79   188    Au     nan    0.55     0.1    
 79   189    Au     nan    0.55     0.1    
 79   190    Au     nan    0.55     0.1    
 79   191    Au     nan    0.55     0.1    
 79   192    Au     nan    0.55     0.1    
 79   193    Au     nan    0.55     0.1    
 79   194    Au     nan    0.55     0.1    
 79   195    Au     nan    0.55     0.1    
 79   196    Au     nan    0.55     0.1    
 79   197    Au     nan    0.55     0.1    
 79   198    Au     nan    0.55     0.1    
 79   199    Au     nan    0.55     0.1    
 79   200    Au     nan    0.55     0.1    
 79   201    Au     nan    0.55     0.1    
 79   202    Au     nan    0.55     0.1    
 79   203    Au     nan    0.55     0.1    
 79   204    Au     nan    0.55     0.1    
 79   205    Au     nan    0.55     0.1    
 80   175    Hg     nan    0.55     0.1    
 80   176    Hg     nan    0.55     0.1    
 80   177    Hg     nan    0.55     0.1    
 80   178    Hg     nan    0.55     0.1    
 80   179    Hg     nan    0.55     0.1    
 80   180    Hg     nan    0.55     0.1    
 80   181    Hg     nan    0.55     0.1    
 80   182    Hg     nan    0.55     0.1    
 80   183    Hg     nan    0.55     0.1    
 80   184    Hg     nan    0.55     0.1    
 80   185    Hg     nan    0.55     0.1    
 80   186    Hg     nan    0.55     0.1    
 80   187    Hg     nan    0.55     0.1    
 80   188    Hg     nan    0.55     0.1    
 80   189    Hg     nan    0.55     0.1    
 80   190    Hg     nan    0.55     0.1    
 80   191    Hg     nan    0.55     0.1    
 80   192    Hg     nan    0.55     0.1    
 80   193    Hg     nan    0.55     0.1    
 80   194    Hg     nan    0.55     0.1    
 80   195    Hg     nan    0.55     0.1    
 80   196    Hg     nan    0.55     0.1    
 80   197    Hg     nan    0.55     0.1    
 80   198    Hg     nan    0.55     0.1    
 80   199    Hg     nan    0.55     0.1    
 80   200    Hg     nan    0.55     0.1    
 80   201    Hg     nan    0.55     0.1    
 80   202    Hg     nan    0.55     0.1    
 80   203    Hg     nan    0.55     0.1    
 80   204    Hg     nan    0.55     0.1    
 80   205    Hg     nan    0.55     0.1    
 80   206    Hg     nan    0.55     0.1    
 80   207    Hg     nan    0.55     0.1    
 80   208    Hg     nan    0.55     0.1    
 81   177    Tl     nan    0.55     0.1    
 81   178    Tl     nan    0.55     0.1    
 81   179    Tl     nan    0.55     0.1    
 81   180    Tl     nan    0.55     0.1    
 81   181    Tl     nan    0.55     0.1    
 81   182    Tl     nan    0.55     0.1    
 81   183    Tl     nan    0.55     0.1    
 81   184    Tl     nan    0.55     0.1    
 81   185    Tl     nan    0.55     0.1    
 81   186    Tl     nan    0.55     0.1    
 81   187    Tl     nan    0.55     0.1    
 81   188    Tl     nan    0.55     0.1    
 81   189    Tl     nan    0.55     0.1    
 81   190    Tl     nan    0.55     0.1    
 81   191    Tl     nan    0.55     0.1    
 81   192    Tl     nan    0.55     0.1    
 81   193    Tl     nan    0.55     0.1    
 81   194    Tl     nan    0.55     0.1    
 81   195    Tl     nan    0.55     0.1    
 81   196    Tl     nan    0.55     0.1    
 81   197    Tl     nan    0.55     0.1    
 81   198    Tl     nan    0.55     0.1    
 81   199    Tl     nan    0.55     0.1    
 81   200    Tl     nan    0.55     0.1    
 81   201    Tl     nan    0.55     0.1    
 81   202    Tl     nan    0.55     0.1    
 81   203    Tl     nan    0.55     0.1    
 81   204    Tl     nan    0.55     0.1    
 81   205    Tl     nan    0.55     0.1    
 81   206    Tl     nan    0.55     0.1    
 81   207    Tl     nan    0.55     0.1    
 81   208    Tl     nan    0.55     0.1    
 81   209    Tl     nan    0.55     0.1    
 81   210    Tl     nan    0.55     0.1    
 82   181    Pb     nan    0.55     0.1    
 82   182    Pb     nan    0.55     0.1    
 82   183    Pb     nan    0.55     0.1    
 82   184    Pb     nan    0.55     0.1    
 82   185    Pb     nan    0.55     0.1    
 82   186    Pb     nan    0.55     0.1    
 82   187    Pb     nan    0.55     0.1    
 82   188    Pb     nan    0.55     0.1    
 82   189    Pb     nan    0.55     0.1    
 82   190    Pb     nan    0.55     0.1    
 82   191    Pb     nan    0.55     0.1    
 82   192    Pb     nan    0.55     0.1    
 82   193    Pb     nan    0.55     0.1    
 82   194    Pb     nan    0.55     0.1    
 82   195    Pb     nan    0.55     0.1    
 82   196    Pb     nan    0.55     0.1    
 82   197    Pb     nan    0.55     0.1    
 82   198    Pb     nan    0.55     0.1    
 82   199    Pb     nan    0.55     0.1    
 82   200    Pb     nan    0.55     0.1    
 82   201    Pb     nan    0.55     0.1    
 82   202    Pb     nan    0.55     0.1    
 82   203    Pb     nan    0.55     0.1    
 82   204    Pb     nan    0.55     0.1    
 82   205    Pb     nan    0.55     0.1    
 82   206    Pb     nan    0.55     0.1    
 82   207    Pb     nan    0.55     0.1    
 82   208    Pb     nan    0.55     0.1    
 82   209    Pb     nan    0.55     0.1    
 82   210    Pb     nan    0.55     0.1    
 82   211    Pb     nan    0.55     0.1    
 82   212    Pb     nan    0.55     0.1    
 82   213    Pb     nan    0.55     0.1    
 82   214    Pb     nan    0.55     0.1    
 82   215    Pb     nan    0.55     0.1    
 83   185    Bi     nan    0.55     0.1    
 83   186    Bi     nan    0.55     0.1    
 83   187    Bi     nan    0.55     0.1    
 83   188    Bi     nan    0.55     0.1    
 83   189    Bi     nan    0.55     0.1    
 83   190    Bi     nan    0.55     0.1    
 83   191    Bi     nan    0.55     0.1    
 83   192    Bi     nan    0.55     0.1    
 83   193    Bi     nan    0.55     0.1    
 83   194    Bi     nan    0.55     0.1    
 83   195    Bi     nan    0.55     0.1    
 83   196    Bi     nan    0.55     0.1    
 83   197    Bi     nan    0.55     0.1    
 83   198    Bi     nan    0.55     0.1    
 83   199    Bi     nan    0.55     0.1    
 83   200    Bi     nan    0.55     0.1    
 83   201    Bi     nan    0.55     0.1    
 83   202    Bi     nan    0.55     0.1    
 83   203    Bi     nan    0.55     0.1    
 83   204    Bi     nan    0.55     0.1    
 83   205    Bi     nan    0.55     0.1    
 83   206    Bi     nan    0.55     0.1    
 83   207    Bi     nan    0.55     0.1    
 83   208    Bi     nan    0.55     0.1    
 83   209    Bi     nan    0.55     0.1    
 83   210    Bi     nan    0.55     0.1    
 83   211    Bi     nan    0.55     0.1    
 83   212    Bi     nan    0.55     0.1    
 83   213    Bi     nan    0.55     0.1    
 83   214    Bi     nan    0.55     0.1    
 83   215    Bi     nan    0.55     0.1    
 83   216    Bi     nan    0.55     0.1    
 83   217    Bi     nan    0.55     0.1    
 84   190    Po     nan    0.55     0.1    
 84   191    Po     nan    0.55     0.1    
 84   192    Po     nan    0.55     0.1    
 84   193    Po     nan    0.55     0.1    
 84   194    Po     nan    0.55     0.1    
 84   195    Po     nan    0.55     0.1    
 84   196    Po     nan    0.55     0.1    
 84   197    Po     nan    0.55     0.1    
 84   198    Po     nan    0.55     0.1    
 84   199    Po     nan    0.55     0.1    
 84   200    Po     nan    0.55     0.1    
 84   201    Po     nan    0.55     0.1    
 84   202    Po     nan    0.55     0.1    
 84   203    Po     nan    0.55     0.1    
 84   204    Po     nan    0.55     0.1    
 84   205    Po     nan    0.55     0.1    
 84   206    Po     nan    0.55     0.1    
 84   207    Po     nan    0.55     0.1    
 84   208    Po     nan    0.55     0.1    
 84   209    Po     nan    0.55     0.1    
 84   210    Po     nan    0.55     0.1    
 84   211    Po     nan    0.55     0.1    
 84   212    Po     nan    0.55     0.1    
 84   213    Po     nan    0.55     0.1    
 84   214    Po     nan    0.55     0.1    
 84   215    Po     nan    0.55     0.1    
 84   216    Po     nan    0.55     0.1    
 84   217    Po     nan    0.55     0.1    
 84   218    Po     nan    0.55     0.1    
 85   193    At     nan    0.55     0.1    
 85   194    At     nan    0.55     0.1    
 85   195    At     nan    0.55     0.1    
 85   196    At     nan    0.55     0.1    
 85   197    At     nan    0.55     0.1    
 85   198    At     nan    0.55     0.1    
 85   199    At     nan    0.55     0.1    
 85   200    At     nan    0.55     0.1    
 85   201    At     nan    0.55     0.1    
 85   202    At     nan    0.55     0.1    
 85   203    At     nan    0.55     0.1    
 85   204    At     nan    0.55     0.1    
 85   205    At     nan    0.55     0.1    
 85   206    At     nan    0.55     0.1    
 85   207    At     nan    0.55     0.1    
 85   208    At     nan    0.55     0.1    
 85   209    At     nan    0.55     0.1    
 85   210    At     nan    0.55     0.1    
 85   211    At     nan    0.55     0.1    
 85   212    At     nan    0.55     0.1    
 85   213    At     nan    0.55     0.1    
 85   214    At     nan    0.55     0.1    
 85   215    At     nan    0.55     0.1    
 85   216    At     nan    0.55     0.1    
 85   217    At     nan    0.55     0.1    
 85   218    At     nan    0.55     0.1    
 85   219    At     nan    0.55     0.1    
 85   220    At     nan    0.55     0.1    
 85   221    At     nan    0.55     0.1    
 85   222    At     nan    0.55     0.1    
 85   223    At     nan    0.55     0.1    
 86   196    Rn     nan    0.55     0.1    
 86   197    Rn     nan    0.55     0.1    
 86   198    Rn     nan    0.55     0.1    
 86   199    Rn     nan    0.55     0.1    
 86   200    Rn     nan    0.55     0.1    
 86   201    Rn     nan    0.55     0.1    
 86   202    Rn     nan    0.55     0.1    
 86   203    Rn     nan    0.55     0.1    
 86   204    Rn     nan    0.55     0.1    
 86   205    Rn     nan    0.55     0.1    
 86   206    Rn     nan    0.55     0.1    
 86   207    Rn     nan    0.55     0.1    
 86   208    Rn     nan    0.55     0.1    
 86   209    Rn     nan    0.55     0.1    
 86   210    Rn     nan    0.55     0.1    
 86   211    Rn     nan    0.55     0.1    
 86   212    Rn     nan    0.55     0.1    
 86   213    Rn     nan    0.55     0.1    
 86   214    Rn     nan    0.55     0.1    
 86   215    Rn     nan    0.55     0.1    
 86   216    Rn     nan    0.55     0.1    
 86   217    Rn     nan    0.55     0.1    
 86   218    Rn     nan    0.55     0.1    
 86   219    Rn     nan    0.55     0.1    
 86   220    Rn     nan    0.55     0.1    
 86   221    Rn     nan    0.55     0.1    
 86   222    Rn     nan    0.55     0.1    
 86   223    Rn     nan    0.55     0.1    
 86   224    Rn     nan    0.55     0.1    
 86   225    Rn     nan    0.55     0.1    
 86   226    Rn     nan    0.55     0.1    
 86   227    Rn     nan    0.55     0.1    
 86   228    Rn     nan    0.55     0.1    
 87   200    Fr     nan    0.55     0.1    
 87   201    Fr     nan    0.55     0.1    
 87   202    Fr     nan    0.55     0.1    
 87   203    Fr     nan    0.55     0.1    
 87   204    Fr     nan    0.55     0.1    
 87   205    Fr     nan    0.55     0.1    
 87   206    Fr     nan    0.55     0.1    
 87   207    Fr     nan    0.55     0.1    
 87   208    Fr     nan    0.55     0.1    
 87   209    Fr     nan    0.55     0.1    
 87   210    Fr     nan    0.55     0.1    
 87   211    Fr     nan    0.55     0.1    
 87   212    Fr     nan    0.55     0.1    
 87   213    Fr     nan    0.55     0.1    
 87   214    Fr     nan    0.55     0.1    
 87   215    Fr     nan    0.55     0.1    
 87   216    Fr     nan    0.55     0.1    
 87   217    Fr     nan    0.55     0.1    
 87   218    Fr     nan    0.55     0.1    
 87   219    Fr     nan    0.55     0.1    
 87   220    Fr     nan    0.55     0.1    
 87   221    Fr     nan    0.55     0.1    
 87   222    Fr     nan    0.55     0.1    
 87   223    Fr     nan    0.55     0.1    
 87   224    Fr     nan    0.55     0.1    
 87   225    Fr     nan    0.55     0.1    
 87   226    Fr     nan    0.55     0.1    
 87   227    Fr     nan    0.55     0.1    
 87   228    Fr     nan    0.55     0.1    
 87   229    Fr     nan    0.55     0.1    
 87   230    Fr     nan    0.55     0.1    
 87   231    Fr     nan    0.55     0.1    
 87   232    Fr     nan    0.55     0.1    
 88   202    Ra     nan    0.55     0.1    
 88   203    Ra     nan    0.55     0.1    
 88   204    Ra     nan    0.55     0.1    
 88   205    Ra     nan    0.55     0.1    
 88   206    Ra     nan    0.55     0.1    
 88   207    Ra     nan    0.55     0.1    
 88   208    Ra     nan    0.55     0.1    
 88   209    Ra     nan    0.55     0.1    
 88   210    Ra     nan    0.55     0.1    
 88   211    Ra     nan    0.55     0.1    
 88   212    Ra     nan    0.55     0.1    
 88   213    Ra     nan    0.55     0.1    
 88   214    Ra     nan    0.55     0.1    
 88   215    Ra     nan    0.55     0.1    
 88   216    Ra     nan    0.55     0.1    
 88   217    Ra     nan    0.55     0.1    
 88   218    Ra     nan    0.55     0.1    
 88   219    Ra     nan    0.55     0.1    
 88   220    Ra     nan    0.55     0.1    
 88   221    Ra     nan    0.55     0.1    
 88   222    Ra     nan    0.55     0.1    
 88   223    Ra     nan    0.55     0.1    
 88   224    Ra     nan    0.55     0.1    
 88   225    Ra     nan    0.55     0.1    
 88   226    Ra     nan    0.55     0.1    
 88   227    Ra     nan    0.55     0.1    
 88   228    Ra     nan    0.55     0.1    
 88   229    Ra     nan    0.55     0.1    
 88   230    Ra     nan    0.55     0.1    
 88   231    Ra     nan    0.55     0.1    
 88   232    Ra     nan    0.55     0.1    
 88   233    Ra     nan    0.55     0.1    
 88   234    Ra     nan    0.55     0.1    
 89   206    Ac     nan    0.55     0.1    
 89   207    Ac     nan    0.55     0.1    
 89   208    Ac     nan    0.55     0.1    
 89   209    Ac     nan    0.55     0.1    
 89   210    Ac     nan    0.55     0.1    
 89   211    Ac     nan    0.55     0.1    
 89   212    Ac     nan    0.55     0.1    
 89   213    Ac     nan    0.55     0.1    
 89   214    Ac     nan    0.55     0.1    
 89   215    Ac     nan    0.55     0.1    
 89   216    Ac     nan    0.55     0.1    
 89   217    Ac     nan    0.55     0.1    
 89   218    Ac     nan    0.55     0.1    
 89   219    Ac     nan    0.55     0.1    
 89   220    Ac     nan    0.55     0.1    
 89   221    Ac     nan    0.55     0.1    
 89   222    Ac     nan    0.55     0.1    
 89   223    Ac     nan    0.55     0.1    
 89   224    Ac     nan    0.55     0.1    
 89   225    Ac     nan    0.55     0.1    
 89   226    Ac     nan    0.55     0.1    
 89   227    Ac     nan    0.55     0.1    
 89   228    Ac     nan    0.55     0.1    
 89   229    Ac     nan    0.55     0.1    
 89   230    Ac     nan    0.55     0.1    
 89   231    Ac     nan    0.55     0.1    
 89   232    Ac     nan    0.55     0.1    
 89   233    Ac     nan    0.55     0.1    
 89   234    Ac     nan    0.55     0.1    
 89   235    Ac     nan    0.55     0.1    
 89   236    Ac     nan    0.55     0.1    
 90   210    Th     nan    0.55     0.1    
 90   211    Th     nan    0.55     0.1    
 90   212    Th     nan    0.55     0.1    
 90   213    Th     nan    0.55     0.1    
 90   214    Th     nan    0.55     0.1    
 90   215    Th     nan    0.55     0.1    
 90   216    Th     nan    0.55     0.1    
 90   217    Th     nan    0.55     0.1    
 90   218    Th     nan    0.55     0.1    
 90   219    Th     nan    0.55     0.1    
 90   220    Th     nan    0.55     0.1    
 90   221    Th     nan    0.55     0.1    
 90   222    Th     nan    0.55     0.1    
 90   223    Th     nan    0.55     0.1    
 90   224    Th     nan    0.55     0.1    
 90   225    Th     nan    0.55     0.1    
 90   226    Th     nan    0.55     0.1    
 90   227    Th     nan    0.55     0.1    
 90   228    Th     nan    0.55     0.1    
 90   229    Th     nan    0.55     0.1    
 90   230    Th     nan    0.55     0.1    
 90   231    Th     nan    0.55     0.1    
 90   232    Th     nan    0.55     0.1    
 90   233    Th     nan    0.55     0.1    
 90   234    Th     nan    0.55     0.1    
 90   235    Th     nan    0.55     0.1    
 90   236    Th     nan    0.55     0.1    
 90   237    Th     nan    0.55     0.1    
 90   238    Th     nan    0.55     0.1    
 91   212    Pa     nan    0.55     0.1    
 91   213    Pa     nan    0.55     0.1    
 91   214    Pa     nan    0.55     0.1    
 91   215    Pa     nan    0.55     0.1    
 91   216    Pa     nan    0.55     0.1    
 91   217    Pa     nan    0.55     0.1    
 91   218    Pa     nan    0.55     0.1    
 91   219    Pa     nan    0.55     0.1    
 91   220    Pa     nan    0.55     0.1    
 91   221    Pa     nan    0.55     0.1    
 91   222    Pa     nan    0.55     0.1    
 91   223    Pa     nan    0.55     0.1    
 91   224    Pa     nan    0.55     0.1    
 91   225    Pa     nan    0.55     0.1    
 91   226    Pa     nan    0.55     0.1    
 91   227    Pa     nan    0.55     0.1    
 91   228    Pa     nan    0.55     0.1    
 91   229    Pa     nan    0.55     0.1    
 91   230    Pa     nan    0.55     0.1    
 91   231    Pa     nan    0.55     0.1    
 91   232    Pa     nan    0.55     0.1    
 91   233    Pa     nan    0.55     0.1    
 91   234    Pa     nan    0.55     0.1    
 91   235    Pa     nan    0.55     0.1    
 91   236    Pa     nan    0.55     0.1    
 91   237    Pa     nan    0.55     0.1    
 91   238    Pa     nan    0.55     0.1    
 91   239    Pa     nan    0.55     0.1    
 91   240    Pa     nan    0.55     0.1    
 92   218     U     nan    0.55     0.1    
 92   219     U     nan    0.55     0.1    
 92   220     U     nan    0.55     0.1    
 92   221     U     nan    0.55     0.1    
 92   222     U     nan    0.55     0.1    
 92   223     U     nan    0.55     0.1    
 92   224     U     nan    0.55     0.1    
 92   225     U     nan    0.55     0.1    
 92   226     U     nan    0.55     0.1    
 92   227     U     nan    0.55     0.1    
 92   228     U     nan    0.55     0.1    
 92   229     U     nan    0.55     0.1    
 92   230     U     nan    0.55     0.1    
 92   231     U     nan    0.55     0.1    
 92   232     U     nan    0.55     0.1    
 92   233     U     nan    0.55     0.1    
 92   234     U     nan    0.55     0.1    
 92   235     U     nan    0.55     0.1    
 92   236     U     nan    0.55     0.1    
 92   237     U     nan    0.55     0.1    
 92   238     U     nan    0.55     0.1    
 92   239     U     nan    0.55     0.1    
 92   240     U     nan    0.55     0.1    
 92   241     U     nan    0.55     0.1    
 92   242     U     nan    0.55     0.1    
 93   225    Np     nan    0.55     0.1    
 93   226    Np     nan    0.55     0.1    
 93   227    Np     nan    0.55     0.1    
 93   228    Np     nan    0.55     0.1    
 93   229    Np     nan    0.55     0.1    
 93   230    Np     nan    0.55     0.1    
 93   231    Np     nan    0.55     0.1    
 93   232    Np     nan    0.55     0.1    
 93   233    Np     nan    0.55     0.1    
 93   234    Np     nan    0.55     0.1    
 93   235    Np     nan    0.55     0.1    
 93   236    Np     nan    0.55     0.1    
 93   237    Np     nan    0.55     0.1    
 93   238    Np     nan    0.55     0.1    
 93   239    Np     nan    0.55     0.1    
 93   240    Np     nan    0.55     0.1    
 93   241    Np     nan    0.55     0.1    
 93   242    Np     nan    0.55     0.1    
 93   243    Np     nan    0.55     0.1    
 93   244    Np     nan    0.55     0.1    
 94   228    Pu     nan    0.55     0.1    
 94   229    Pu     nan    0.55     0.1    
 94   230    Pu     nan    0.55     0.1    
 94   231    Pu     nan    0.55     0.1    
 94   232    Pu     nan    0.55     0.1    
 94   233    Pu     nan    0.55     0.1    
 94   234    Pu     nan    0.55     0.1    
 94   235    Pu     nan    0.55     0.1    
 94   236    Pu     nan    0.55     0.1    
 94   237    Pu     nan    0.55     0.1    
 94   238    Pu     nan    0.55     0.1    
 94   239    Pu     nan    0.55     0.1    
 94   240    Pu     nan    0.55     0.1    
 94   241    Pu     nan    0.55     0.1    
 94   242    Pu     nan    0.55     0.1    
 94   243    Pu     nan    0.55     0.1    
 94   244    Pu     nan    0.55     0.1    
 94   245    Pu     nan    0.55     0.1    
 94   246    Pu     nan    0.55     0.1    
 94   247    Pu     nan    0.55     0.1    
 95   231    Am     nan    0.55     0.1    
 95   232    Am     nan    0.55     0.1    
